,Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Transaction_Day,Transaction_Month,Transaction_Hour,Full_Transaction_Time,Time Gap (hours),Day of Week
5505,TX0000005506,USA,2655927.2134215822,Stocks Transfer,2013-08-18 09:00:00,Person_2755,Luxury Goods,USA,False,Illegal,5,9,Bank_299,Singapore,18,8,9,2013-08-18 18:00:00,0.0,6
6344,TX0000006345,Brazil,4434999.488206841,Cryptocurrency,2013-09-22 08:00:00,Person_2757,Casinos,Singapore,True,Illegal,3,4,Bank_64,Luxembourg,22,9,8,2013-09-22 16:00:00,0.0,6
8159,TX0000008160,Russia,2716374.364481981,Stocks Transfer,2013-12-06 23:00:00,Person_2757,Casinos,USA,True,Illegal,3,5,Bank_236,Bahamas,6,12,23,2013-12-07 22:00:00,1830.0,4
3902,TX0000003903,UK,1614166.869136563,Property Purchase,2013-06-12 14:00:00,Person_2758,Real Estate,China,False,Illegal,4,0,Bank_42,Bahamas,12,6,14,2013-06-13 04:00:00,0.0,2
5792,TX0000005793,Russia,2727366.734212893,Cash Withdrawal,2013-08-30 08:00:00,Person_2758,Casinos,UK,False,Illegal,10,8,Bank_89,Singapore,30,8,8,2013-08-30 16:00:00,1884.0,4
2972,TX0000002973,Brazil,375489.9253636293,Cash Withdrawal,2013-05-04 20:00:00,Person_276,Finance,Brazil,False,Illegal,6,8,Bank_61,Bahamas,4,5,20,2013-05-05 16:00:00,0.0,5
4082,TX0000004083,South Africa,1602567.991022597,Cash Withdrawal,2013-06-20 02:00:00,Person_276,Real Estate,Brazil,False,Illegal,5,4,Bank_390,Switzerland,20,6,2,2013-06-20 04:00:00,1092.0,3
482,TX0000000483,China,1877583.6081999547,Cryptocurrency,2013-01-21 02:00:00,Person_2760,Oil & Gas,USA,False,Illegal,10,4,Bank_147,Panama,21,1,2,2013-01-21 04:00:00,0.0,0
7083,TX0000007084,USA,4729447.82576119,Stocks Transfer,2013-10-23 03:00:00,Person_2760,Luxury Goods,India,False,Illegal,9,3,Bank_458,Luxembourg,23,10,3,2013-10-23 06:00:00,6602.0,2
9773,TX0000009774,India,1740802.6444636623,Offshore Transfer,2014-02-12 05:00:00,Person_2761,Casinos,South Africa,True,Illegal,4,7,Bank_484,Cayman Islands,12,2,5,2014-02-12 10:00:00,0.0,2
1442,TX0000001443,Russia,2584835.646437616,Cryptocurrency,2013-03-02 02:00:00,Person_2762,Arms Trade,Switzerland,False,Illegal,7,3,Bank_220,Bahamas,2,3,2,2013-03-02 04:00:00,0.0,5
8608,TX0000008609,UAE,2071983.7042531604,Cryptocurrency,2013-12-25 16:00:00,Person_2762,Arms Trade,South Africa,False,Illegal,10,6,Bank_75,Panama,25,12,16,2013-12-26 08:00:00,7180.0,2
449,TX0000000450,Switzerland,3364827.457637729,Cryptocurrency,2013-01-19 17:00:00,Person_2763,Oil & Gas,China,False,Legal,4,5,Bank_116,Panama,19,1,17,2013-01-20 10:00:00,0.0,5
6562,TX0000006563,Brazil,2214973.0527461334,Offshore Transfer,2013-10-01 10:00:00,Person_2765,Luxury Goods,UAE,True,Legal,7,7,Bank_39,Cayman Islands,1,10,10,2013-10-01 20:00:00,0.0,1
1706,TX0000001707,India,493560.321235014,Cash Withdrawal,2013-03-13 02:00:00,Person_2766,Oil & Gas,Brazil,False,Illegal,2,9,Bank_486,Switzerland,13,3,2,2013-03-13 04:00:00,0.0,2
4862,TX0000004863,India,3342019.2995849918,Offshore Transfer,2013-07-22 14:00:00,Person_2766,Oil & Gas,Switzerland,False,Illegal,5,0,Bank_72,Cayman Islands,22,7,14,2013-07-23 04:00:00,3168.0,0
8835,TX0000008836,Switzerland,3454024.686137089,Stocks Transfer,2014-01-04 03:00:00,Person_2766,Construction,Brazil,False,Illegal,8,3,Bank_292,Luxembourg,4,1,3,2014-01-04 06:00:00,3962.0,5
1943,TX0000001944,Russia,4022468.369888785,Offshore Transfer,2013-03-22 23:00:00,Person_2768,Luxury Goods,Switzerland,False,Illegal,7,2,Bank_393,Cayman Islands,22,3,23,2013-03-23 22:00:00,0.0,4
739,TX0000000740,China,3116775.0367879504,Offshore Transfer,2013-01-31 19:00:00,Person_2769,Construction,Switzerland,False,Illegal,1,8,Bank_468,Cayman Islands,31,1,19,2013-02-01 14:00:00,0.0,3
1302,TX0000001303,Russia,4078053.484979983,Offshore Transfer,2013-02-24 06:00:00,Person_277,Arms Trade,India,False,Illegal,6,2,Bank_30,Singapore,24,2,6,2013-02-24 12:00:00,0.0,6
7794,TX0000007795,India,3906670.064282943,Offshore Transfer,2013-11-21 18:00:00,Person_2770,Real Estate,Brazil,True,Illegal,10,6,Bank_217,Cayman Islands,21,11,18,2013-11-22 12:00:00,0.0,3
8089,TX0000008090,Russia,4357851.473214732,Offshore Transfer,2013-12-04 01:00:00,Person_2770,Luxury Goods,Singapore,False,Legal,7,1,Bank_296,Bahamas,4,12,1,2013-12-04 02:00:00,278.0,2
256,TX0000000257,Russia,4201427.201844374,Cryptocurrency,2013-01-11 16:00:00,Person_2772,Oil & Gas,South Africa,False,Legal,7,9,Bank_443,Switzerland,11,1,16,2013-01-12 08:00:00,0.0,4
6534,TX0000006535,UK,2454719.871501786,Property Purchase,2013-09-30 06:00:00,Person_2773,Arms Trade,South Africa,False,Illegal,9,2,Bank_153,Panama,30,9,6,2013-09-30 12:00:00,0.0,0
6408,TX0000006409,Russia,4780095.859291199,Stocks Transfer,2013-09-25 00:00:00,Person_2775,Real Estate,South Africa,False,Illegal,4,6,Bank_458,Singapore,25,9,0,2013-09-25 00:00:00,0.0,2
7094,TX0000007095,India,1056644.8505095665,Cash Withdrawal,2013-10-23 14:00:00,Person_2775,Luxury Goods,South Africa,False,Legal,9,5,Bank_332,Luxembourg,23,10,14,2013-10-24 04:00:00,700.0,2
8651,TX0000008652,Russia,3177595.293109207,Cash Withdrawal,2013-12-27 11:00:00,Person_2775,Oil & Gas,Russia,True,Illegal,6,1,Bank_441,Cayman Islands,27,12,11,2013-12-27 22:00:00,1554.0,4
2206,TX0000002207,Brazil,4160371.0330673214,Offshore Transfer,2013-04-02 22:00:00,Person_2776,Construction,China,True,Illegal,10,4,Bank_164,Cayman Islands,2,4,22,2013-04-03 20:00:00,0.0,1
9444,TX0000009445,China,3749787.191321619,Cash Withdrawal,2014-01-29 12:00:00,Person_2776,Real Estate,Russia,False,Illegal,9,0,Bank_373,Panama,29,1,12,2014-01-30 00:00:00,7228.0,2
4718,TX0000004719,Singapore,2135771.166413023,Offshore Transfer,2013-07-16 14:00:00,Person_2777,Construction,Brazil,False,Legal,7,8,Bank_462,Bahamas,16,7,14,2013-07-17 04:00:00,0.0,1
6869,TX0000006870,Brazil,3577939.0427788026,Cryptocurrency,2013-10-14 05:00:00,Person_2777,Construction,Switzerland,False,Legal,2,8,Bank_239,Cayman Islands,14,10,5,2013-10-14 10:00:00,2142.0,0
977,TX0000000978,UK,619539.6772984567,Cash Withdrawal,2013-02-10 17:00:00,Person_2778,Construction,Switzerland,False,Illegal,3,3,Bank_430,Luxembourg,10,2,17,2013-02-11 10:00:00,0.0,6
3693,TX0000003694,Brazil,1419487.1529532135,Stocks Transfer,2013-06-03 21:00:00,Person_2778,Construction,China,False,Illegal,4,6,Bank_407,Bahamas,3,6,21,2013-06-04 18:00:00,2720.0,0
8190,TX0000008191,Brazil,944666.0827736036,Cryptocurrency,2013-12-08 06:00:00,Person_2778,Construction,Singapore,False,Legal,10,1,Bank_43,Bahamas,8,12,6,2013-12-08 12:00:00,4482.0,6
667,TX0000000668,Russia,3952310.71756998,Stocks Transfer,2013-01-28 19:00:00,Person_278,Finance,UK,False,Illegal,5,7,Bank_259,Luxembourg,28,1,19,2013-01-29 14:00:00,0.0,0
2698,TX0000002699,Russia,1179102.0369509854,Offshore Transfer,2013-04-23 10:00:00,Person_2780,Luxury Goods,USA,False,Illegal,1,8,Bank_485,Bahamas,23,4,10,2013-04-23 20:00:00,0.0,1
4326,TX0000004327,USA,2457442.562833163,Offshore Transfer,2013-06-30 06:00:00,Person_2780,Luxury Goods,USA,True,Illegal,1,0,Bank_229,Singapore,30,6,6,2013-06-30 12:00:00,1624.0,6
1049,TX0000001050,Brazil,820483.0769708151,Cash Withdrawal,2013-02-13 17:00:00,Person_2782,Arms Trade,UK,False,Illegal,10,2,Bank_329,Singapore,13,2,17,2013-02-14 10:00:00,0.0,2
1537,TX0000001538,USA,1953383.153288604,Cryptocurrency,2013-03-06 01:00:00,Person_2782,Arms Trade,Russia,False,Illegal,5,9,Bank_414,Bahamas,6,3,1,2013-03-06 02:00:00,472.0,2
7507,TX0000007508,Brazil,3246421.656459776,Cash Withdrawal,2013-11-09 19:00:00,Person_2783,Casinos,South Africa,False,Illegal,1,8,Bank_306,Cayman Islands,9,11,19,2013-11-10 14:00:00,0.0,5
7391,TX0000007392,USA,4131359.301053433,Property Purchase,2013-11-04 23:00:00,Person_2784,Casinos,UK,True,Illegal,4,6,Bank_400,Cayman Islands,4,11,23,2013-11-05 22:00:00,0.0,0
83,TX0000000084,USA,241596.01444947213,Cash Withdrawal,2013-01-04 11:00:00,Person_2786,Finance,Switzerland,False,Illegal,8,4,Bank_198,Singapore,4,1,11,2013-01-04 22:00:00,0.0,4
4617,TX0000004618,Switzerland,3000723.595869265,Property Purchase,2013-07-12 09:00:00,Person_2786,Luxury Goods,Russia,False,Illegal,2,0,Bank_39,Luxembourg,12,7,9,2013-07-12 18:00:00,4532.0,4
4644,TX0000004645,India,896657.7504146294,Cash Withdrawal,2013-07-13 12:00:00,Person_2786,Luxury Goods,USA,False,Illegal,2,6,Bank_313,Switzerland,13,7,12,2013-07-14 00:00:00,30.0,5
9028,TX0000009029,Singapore,168885.21837778602,Offshore Transfer,2014-01-12 04:00:00,Person_2786,Oil & Gas,Singapore,False,Illegal,7,1,Bank_193,Singapore,12,1,4,2014-01-12 08:00:00,4376.0,6
4203,TX0000004204,China,3208886.1767760427,Cash Withdrawal,2013-06-25 03:00:00,Person_2787,Oil & Gas,Singapore,False,Legal,10,7,Bank_270,Bahamas,25,6,3,2013-06-25 06:00:00,0.0,1
3171,TX0000003172,Brazil,2609501.136907548,Cryptocurrency,2013-05-13 03:00:00,Person_2788,Finance,India,False,Illegal,4,9,Bank_41,Switzerland,13,5,3,2013-05-13 06:00:00,0.0,0
8433,TX0000008434,India,2708325.367739705,Cryptocurrency,2013-12-18 09:00:00,Person_2788,Casinos,South Africa,False,Illegal,7,1,Bank_217,Cayman Islands,18,12,9,2013-12-18 18:00:00,5268.0,2
1471,TX0000001472,Switzerland,4297374.088542889,Cash Withdrawal,2013-03-03 07:00:00,Person_2789,Finance,Switzerland,False,Illegal,8,3,Bank_262,Bahamas,3,3,7,2013-03-03 14:00:00,0.0,6
2218,TX0000002219,Singapore,4343738.625110477,Cryptocurrency,2013-04-03 10:00:00,Person_279,Construction,UK,False,Illegal,10,5,Bank_404,Switzerland,3,4,10,2013-04-03 20:00:00,0.0,2
446,TX0000000447,South Africa,4803328.743396324,Cash Withdrawal,2013-01-19 14:00:00,Person_2790,Luxury Goods,UAE,False,Illegal,3,1,Bank_306,Cayman Islands,19,1,14,2013-01-20 04:00:00,0.0,5
3878,TX0000003879,UAE,938240.6483339992,Cryptocurrency,2013-06-11 14:00:00,Person_2791,Real Estate,Singapore,False,Legal,7,5,Bank_102,Switzerland,11,6,14,2013-06-12 04:00:00,0.0,1
4215,TX0000004216,USA,3850154.714644611,Cryptocurrency,2013-06-25 15:00:00,Person_2791,Arms Trade,UK,False,Illegal,6,8,Bank_406,Panama,25,6,15,2013-06-26 06:00:00,338.0,1
2216,TX0000002217,USA,4614572.506265577,Cash Withdrawal,2013-04-03 08:00:00,Person_2792,Real Estate,Brazil,False,Illegal,8,6,Bank_77,Luxembourg,3,4,8,2013-04-03 16:00:00,0.0,2
7421,TX0000007422,South Africa,1888645.612785616,Property Purchase,2013-11-06 05:00:00,Person_2792,Casinos,UAE,False,Legal,7,1,Bank_345,Luxembourg,6,11,5,2013-11-06 10:00:00,5202.0,2
683,TX0000000684,UK,2244481.131290249,Property Purchase,2013-01-29 11:00:00,Person_2793,Finance,UAE,False,Illegal,10,9,Bank_315,Singapore,29,1,11,2013-01-29 22:00:00,0.0,1
6183,TX0000006184,South Africa,4046493.961874118,Property Purchase,2013-09-15 15:00:00,Person_2793,Casinos,Russia,False,Illegal,10,4,Bank_195,Luxembourg,15,9,15,2013-09-16 06:00:00,5504.0,6
8452,TX0000008453,Singapore,4976686.810601387,Stocks Transfer,2013-12-19 04:00:00,Person_2794,Oil & Gas,China,False,Legal,4,4,Bank_376,Panama,19,12,4,2013-12-19 08:00:00,0.0,3
4768,TX0000004769,Russia,4104758.878994775,Offshore Transfer,2013-07-18 16:00:00,Person_2795,Casinos,UAE,True,Illegal,1,3,Bank_270,Switzerland,18,7,16,2013-07-19 08:00:00,0.0,3
4897,TX0000004898,UK,1639754.1705474616,Cryptocurrency,2013-07-24 01:00:00,Person_2795,Luxury Goods,South Africa,False,Illegal,6,6,Bank_242,Panama,24,7,1,2013-07-24 02:00:00,114.0,2
9148,TX0000009149,Singapore,1286812.0382972492,Stocks Transfer,2014-01-17 04:00:00,Person_2795,Arms Trade,Brazil,False,Illegal,1,3,Bank_303,Panama,17,1,4,2014-01-17 08:00:00,4254.0,4
2775,TX0000002776,UAE,4801086.915612559,Cash Withdrawal,2013-04-26 15:00:00,Person_2797,Finance,Russia,False,Illegal,7,0,Bank_394,Bahamas,26,4,15,2013-04-27 06:00:00,0.0,4
8040,TX0000008041,Switzerland,1583855.2109538051,Stocks Transfer,2013-12-02 00:00:00,Person_2797,Arms Trade,India,False,Illegal,7,1,Bank_30,Switzerland,2,12,0,2013-12-02 00:00:00,5250.0,0
8917,TX0000008918,Switzerland,4861970.869638789,Property Purchase,2014-01-07 13:00:00,Person_2799,Oil & Gas,Switzerland,True,Illegal,8,2,Bank_350,Switzerland,7,1,13,2014-01-08 02:00:00,0.0,1
9622,TX0000009623,South Africa,3792713.8690292328,Cryptocurrency,2014-02-05 22:00:00,Person_2799,Finance,UAE,False,Legal,7,7,Bank_215,Panama,5,2,22,2014-02-06 20:00:00,714.0,2
9998,TX0000009999,Brazil,2233580.524347377,Offshore Transfer,2014-02-21 14:00:00,Person_2799,Real Estate,Russia,True,Illegal,10,5,Bank_12,Singapore,21,2,14,2014-02-22 04:00:00,368.0,4
500,TX0000000501,Russia,4135194.93140909,Property Purchase,2013-01-21 20:00:00,Person_28,Finance,Switzerland,False,Illegal,4,2,Bank_398,Panama,21,1,20,2013-01-22 16:00:00,0.0,0
7446,TX0000007447,China,354801.18736598844,Stocks Transfer,2013-11-07 06:00:00,Person_28,Oil & Gas,UAE,False,Legal,1,8,Bank_45,Cayman Islands,7,11,6,2013-11-07 12:00:00,6932.0,3
7719,TX0000007720,India,217283.7911437259,Cryptocurrency,2013-11-18 15:00:00,Person_28,Arms Trade,UK,True,Illegal,8,9,Bank_385,Panama,18,11,15,2013-11-19 06:00:00,282.0,0
8869,TX0000008870,India,962462.7569183448,Property Purchase,2014-01-05 13:00:00,Person_280,Luxury Goods,Singapore,False,Illegal,9,1,Bank_19,Cayman Islands,5,1,13,2014-01-06 02:00:00,0.0,6
8160,TX0000008161,UAE,2923945.43783598,Offshore Transfer,2013-12-07 00:00:00,Person_2800,Construction,UAE,False,Illegal,5,1,Bank_62,Cayman Islands,7,12,0,2013-12-07 00:00:00,0.0,5
7598,TX0000007599,India,37452.76955358047,Stocks Transfer,2013-11-13 14:00:00,Person_2801,Luxury Goods,Brazil,False,Legal,3,1,Bank_57,Bahamas,13,11,14,2013-11-14 04:00:00,0.0,2
1416,TX0000001417,Russia,491346.99608674325,Property Purchase,2013-03-01 00:00:00,Person_2802,Luxury Goods,Switzerland,True,Legal,8,5,Bank_45,Panama,1,3,0,2013-03-01 00:00:00,0.0,4
2820,TX0000002821,Switzerland,3806897.159886901,Cryptocurrency,2013-04-28 12:00:00,Person_2804,Luxury Goods,UAE,True,Illegal,5,4,Bank_157,Switzerland,28,4,12,2013-04-29 00:00:00,0.0,6
3392,TX0000003393,Russia,89686.78113072291,Offshore Transfer,2013-05-22 08:00:00,Person_2804,Luxury Goods,UAE,False,Illegal,3,9,Bank_132,Singapore,22,5,8,2013-05-22 16:00:00,568.0,2
6348,TX0000006349,South Africa,1256529.0268432174,Cryptocurrency,2013-09-22 12:00:00,Person_2804,Casinos,UK,False,Illegal,6,0,Bank_180,Cayman Islands,22,9,12,2013-09-23 00:00:00,2960.0,6
3010,TX0000003011,USA,4772951.876940008,Property Purchase,2013-05-06 10:00:00,Person_2805,Casinos,UAE,False,Illegal,1,3,Bank_163,Bahamas,6,5,10,2013-05-06 20:00:00,0.0,0
4313,TX0000004314,India,495412.04148687696,Offshore Transfer,2013-06-29 17:00:00,Person_2807,Oil & Gas,Russia,True,Legal,4,0,Bank_420,Cayman Islands,29,6,17,2013-06-30 10:00:00,0.0,5
5662,TX0000005663,Singapore,2521601.387006374,Stocks Transfer,2013-08-24 22:00:00,Person_2808,Arms Trade,India,False,Illegal,5,7,Bank_85,Bahamas,24,8,22,2013-08-25 20:00:00,0.0,5
6349,TX0000006350,UK,500233.863278542,Cryptocurrency,2013-09-22 13:00:00,Person_2809,Construction,UAE,False,Legal,2,8,Bank_328,Panama,22,9,13,2013-09-23 02:00:00,0.0,6
5697,TX0000005698,Singapore,3804241.9097671006,Property Purchase,2013-08-26 09:00:00,Person_281,Luxury Goods,China,False,Illegal,1,6,Bank_292,Cayman Islands,26,8,9,2013-08-26 18:00:00,0.0,0
268,TX0000000269,UAE,1125364.7994776352,Property Purchase,2013-01-12 04:00:00,Person_2810,Arms Trade,India,False,Illegal,9,1,Bank_265,Cayman Islands,12,1,4,2013-01-12 08:00:00,0.0,5
5486,TX0000005487,India,4999812.408537276,Cash Withdrawal,2013-08-17 14:00:00,Person_2810,Casinos,Singapore,False,Legal,7,2,Bank_20,Panama,17,8,14,2013-08-18 04:00:00,5228.0,5
382,TX0000000383,Russia,1112289.3465211566,Property Purchase,2013-01-16 22:00:00,Person_2812,Finance,South Africa,False,Illegal,10,9,Bank_31,Singapore,16,1,22,2013-01-17 20:00:00,0.0,2
3296,TX0000003297,Brazil,1899269.9979017416,Cash Withdrawal,2013-05-18 08:00:00,Person_2812,Oil & Gas,Russia,False,Illegal,6,8,Bank_89,Switzerland,18,5,8,2013-05-18 16:00:00,2900.0,5
4909,TX0000004910,China,828644.0276538923,Cash Withdrawal,2013-07-24 13:00:00,Person_2812,Construction,India,False,Legal,1,8,Bank_459,Singapore,24,7,13,2013-07-25 02:00:00,1618.0,2
992,TX0000000993,South Africa,2548594.2321474543,Cash Withdrawal,2013-02-11 08:00:00,Person_2813,Construction,Russia,False,Illegal,9,7,Bank_297,Panama,11,2,8,2013-02-11 16:00:00,0.0,0
6778,TX0000006779,Switzerland,829179.3244189575,Property Purchase,2013-10-10 10:00:00,Person_2813,Luxury Goods,UK,False,Legal,6,6,Bank_19,Luxembourg,10,10,10,2013-10-10 20:00:00,5788.0,3
7791,TX0000007792,India,1973876.2499787544,Stocks Transfer,2013-11-21 15:00:00,Person_2815,Luxury Goods,Switzerland,False,Illegal,6,1,Bank_272,Singapore,21,11,15,2013-11-22 06:00:00,0.0,3
8101,TX0000008102,Brazil,3643147.109845489,Offshore Transfer,2013-12-04 13:00:00,Person_2815,Finance,UAE,False,Illegal,8,2,Bank_258,Switzerland,4,12,13,2013-12-05 02:00:00,308.0,2
508,TX0000000509,UAE,2063818.019892776,Offshore Transfer,2013-01-22 04:00:00,Person_2819,Casinos,Switzerland,False,Illegal,4,0,Bank_182,Singapore,22,1,4,2013-01-22 08:00:00,0.0,1
1212,TX0000001213,UAE,4264892.347360588,Cryptocurrency,2013-02-20 12:00:00,Person_2819,Casinos,USA,False,Illegal,1,1,Bank_185,Switzerland,20,2,12,2013-02-21 00:00:00,712.0,2
7343,TX0000007344,Russia,3077703.816788296,Stocks Transfer,2013-11-02 23:00:00,Person_282,Real Estate,Switzerland,False,Illegal,3,0,Bank_382,Cayman Islands,2,11,23,2013-11-03 22:00:00,0.0,5
184,TX0000000185,India,2849529.150930557,Offshore Transfer,2013-01-08 16:00:00,Person_2820,Luxury Goods,Singapore,False,Illegal,4,6,Bank_265,Panama,8,1,16,2013-01-09 08:00:00,0.0,1
6103,TX0000006104,Switzerland,356182.851681588,Cryptocurrency,2013-09-12 07:00:00,Person_2820,Casinos,USA,False,Illegal,5,7,Bank_79,Luxembourg,12,9,7,2013-09-12 14:00:00,5910.0,3
6472,TX0000006473,Singapore,1547743.197906845,Stocks Transfer,2013-09-27 16:00:00,Person_2820,Finance,UK,False,Illegal,9,1,Bank_275,Singapore,27,9,16,2013-09-28 08:00:00,378.0,4
3266,TX0000003267,China,3982974.481906646,Cash Withdrawal,2013-05-17 02:00:00,Person_2823,Construction,Singapore,False,Legal,7,0,Bank_87,Panama,17,5,2,2013-05-17 04:00:00,0.0,4
1927,TX0000001928,China,4952323.721938035,Cryptocurrency,2013-03-22 07:00:00,Person_2824,Luxury Goods,Brazil,False,Legal,6,4,Bank_230,Cayman Islands,22,3,7,2013-03-22 14:00:00,0.0,4
4709,TX0000004710,UK,1721420.4368651067,Offshore Transfer,2013-07-16 05:00:00,Person_2824,Construction,Russia,False,Legal,3,3,Bank_215,Cayman Islands,16,7,5,2013-07-16 10:00:00,2780.0,1
7173,TX0000007174,India,1835661.4223818325,Property Purchase,2013-10-26 21:00:00,Person_2825,Arms Trade,UK,True,Illegal,8,0,Bank_164,Cayman Islands,26,10,21,2013-10-27 18:00:00,0.0,5
7637,TX0000007638,China,1211588.5935646305,Property Purchase,2013-11-15 05:00:00,Person_2826,Casinos,Switzerland,False,Legal,2,3,Bank_186,Panama,15,11,5,2013-11-15 10:00:00,0.0,4
9425,TX0000009426,South Africa,4049258.185162151,Stocks Transfer,2014-01-28 17:00:00,Person_2826,Arms Trade,India,False,Illegal,7,8,Bank_51,Luxembourg,28,1,17,2014-01-29 10:00:00,1800.0,1
206,TX0000000207,South Africa,2205744.0369331804,Offshore Transfer,2013-01-09 14:00:00,Person_2828,Construction,South Africa,False,Legal,2,8,Bank_48,Panama,9,1,14,2013-01-10 04:00:00,0.0,2
1096,TX0000001097,Russia,3046776.947479869,Offshore Transfer,2013-02-15 16:00:00,Person_2828,Real Estate,India,False,Illegal,7,1,Bank_473,Switzerland,15,2,16,2013-02-16 08:00:00,892.0,4
1509,TX0000001510,Russia,3497073.3844322576,Cash Withdrawal,2013-03-04 21:00:00,Person_2828,Arms Trade,Brazil,False,Legal,7,9,Bank_312,Singapore,4,3,21,2013-03-05 18:00:00,418.0,0
8141,TX0000008142,Switzerland,679062.9742272908,Cash Withdrawal,2013-12-06 05:00:00,Person_2828,Oil & Gas,South Africa,True,Legal,8,8,Bank_438,Cayman Islands,6,12,5,2013-12-06 10:00:00,6616.0,4
6191,TX0000006192,South Africa,3820646.228232128,Cryptocurrency,2013-09-15 23:00:00,Person_283,Oil & Gas,UAE,False,Legal,8,0,Bank_436,Panama,15,9,23,2013-09-16 22:00:00,0.0,6
8771,TX0000008772,China,3292919.0044199685,Offshore Transfer,2014-01-01 11:00:00,Person_283,Finance,Singapore,False,Illegal,6,0,Bank_108,Panama,1,1,11,2014-01-01 22:00:00,2568.0,2
7497,TX0000007498,USA,1181735.700260774,Property Purchase,2013-11-09 09:00:00,Person_2830,Luxury Goods,USA,False,Legal,8,4,Bank_343,Singapore,9,11,9,2013-11-09 18:00:00,0.0,5
9579,TX0000009580,India,2667337.238613377,Stocks Transfer,2014-02-04 03:00:00,Person_2830,Finance,USA,False,Illegal,8,8,Bank_369,Luxembourg,4,2,3,2014-02-04 06:00:00,2076.0,1
9770,TX0000009771,UAE,226930.64653177827,Offshore Transfer,2014-02-12 02:00:00,Person_2830,Construction,Russia,False,Legal,10,7,Bank_28,Switzerland,12,2,2,2014-02-12 04:00:00,190.0,2
239,TX0000000240,South Africa,792350.5703250371,Stocks Transfer,2013-01-10 23:00:00,Person_2833,Casinos,China,False,Legal,8,9,Bank_172,Cayman Islands,10,1,23,2013-01-11 22:00:00,0.0,3
1216,TX0000001217,UAE,2744364.4621200687,Stocks Transfer,2013-02-20 16:00:00,Person_2833,Real Estate,Singapore,False,Illegal,1,5,Bank_425,Singapore,20,2,16,2013-02-21 08:00:00,970.0,2
8469,TX0000008470,UAE,2011173.6743137315,Property Purchase,2013-12-19 21:00:00,Person_2833,Real Estate,Switzerland,True,Illegal,5,3,Bank_376,Panama,19,12,21,2013-12-20 18:00:00,7258.0,3
2985,TX0000002986,Singapore,1430133.5703568098,Cryptocurrency,2013-05-05 09:00:00,Person_2834,Arms Trade,China,False,Legal,8,2,Bank_58,Panama,5,5,9,2013-05-05 18:00:00,0.0,6
8987,TX0000008988,South Africa,3490458.1319758547,Offshore Transfer,2014-01-10 11:00:00,Person_2835,Finance,Switzerland,False,Legal,6,3,Bank_44,Switzerland,10,1,11,2014-01-10 22:00:00,0.0,4
8143,TX0000008144,UAE,3096331.26809821,Property Purchase,2013-12-06 07:00:00,Person_2836,Real Estate,Switzerland,False,Illegal,7,1,Bank_409,Switzerland,6,12,7,2013-12-06 14:00:00,0.0,4
9333,TX0000009334,China,3482218.641821157,Property Purchase,2014-01-24 21:00:00,Person_2836,Real Estate,Switzerland,False,Illegal,9,7,Bank_105,Panama,24,1,21,2014-01-25 18:00:00,1204.0,4
6044,TX0000006045,South Africa,969020.4210946808,Cash Withdrawal,2013-09-09 20:00:00,Person_2838,Oil & Gas,UK,False,Illegal,4,2,Bank_367,Switzerland,9,9,20,2013-09-10 16:00:00,0.0,0
7370,TX0000007371,Brazil,426556.5086388099,Cash Withdrawal,2013-11-04 02:00:00,Person_284,Finance,Brazil,False,Illegal,5,8,Bank_247,Cayman Islands,4,11,2,2013-11-04 04:00:00,0.0,0
5010,TX0000005011,UK,1354127.9170954404,Cash Withdrawal,2013-07-28 18:00:00,Person_2841,Construction,UAE,False,Illegal,3,4,Bank_133,Cayman Islands,28,7,18,2013-07-29 12:00:00,0.0,6
5636,TX0000005637,China,3257461.100464466,Cash Withdrawal,2013-08-23 20:00:00,Person_2842,Real Estate,China,False,Illegal,10,7,Bank_428,Cayman Islands,23,8,20,2013-08-24 16:00:00,0.0,4
2923,TX0000002924,Switzerland,4323427.585387844,Stocks Transfer,2013-05-02 19:00:00,Person_2843,Luxury Goods,China,False,Legal,5,2,Bank_124,Luxembourg,2,5,19,2013-05-03 14:00:00,0.0,3
6818,TX0000006819,Singapore,4670877.98682946,Cash Withdrawal,2013-10-12 02:00:00,Person_2843,Finance,Singapore,True,Illegal,10,2,Bank_65,Cayman Islands,12,10,2,2013-10-12 04:00:00,3878.0,5
9506,TX0000009507,South Africa,1997327.585450168,Stocks Transfer,2014-02-01 02:00:00,Person_2843,Real Estate,UAE,False,Illegal,4,7,Bank_443,Panama,1,2,2,2014-02-01 04:00:00,2688.0,5
868,TX0000000869,UAE,2162521.639479772,Offshore Transfer,2013-02-06 04:00:00,Person_2844,Casinos,UK,False,Illegal,9,4,Bank_397,Switzerland,6,2,4,2013-02-06 08:00:00,0.0,2
5606,TX0000005607,Singapore,925008.869840842,Stocks Transfer,2013-08-22 14:00:00,Person_2844,Finance,South Africa,False,Legal,10,6,Bank_288,Switzerland,22,8,14,2013-08-23 04:00:00,4748.0,3
9955,TX0000009956,China,4330120.047732907,Stocks Transfer,2014-02-19 19:00:00,Person_2844,Finance,Brazil,True,Legal,10,6,Bank_22,Singapore,19,2,19,2014-02-20 14:00:00,4354.0,2
